entry_id,source_entry_id,person_id,normalization input,listed as,book,author,edition,year
Equiano-Interesting-3-0384,Equiano-Interesting-3-0384,Equiano-Interesting-3-0384,"Joshua Walker, Esq. Ditto","Joshua Walker, Esq. Ditto",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0385,Equiano-Interesting-3-0385,Equiano-Interesting-3-0385,"Joseph Walker, Esq. Ditto","Joseph Walker, Esq. Ditto",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0386,Equiano-Interesting-3-0386,Equiano-Interesting-3-0386,Mr. George Walne,Mr. George Walne,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0387,Equiano-Interesting-3-0387,Equiano-Interesting-3-0387,The Reverend Mr. Ward,The Reverend Mr. Ward,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0388,Equiano-Interesting-3-0388,Equiano-Interesting-3-0388,Mr. S. Warren,Mr. S. Warren,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0389,Equiano-Interesting-3-0389,Equiano-Interesting-3-0389,Mr. J. Waugh,Mr. J. Waugh,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0390,Equiano-Interesting-3-0390,Equiano-Interesting-3-0390,"Josiah Wedgwood, Esq.","Josiah Wedgwood, Esq.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0391,Equiano-Interesting-3-0391,Equiano-Interesting-3-0391,The Reverend Mr. John Wesley,The Reverend Mr. John Wesley,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0392,Equiano-Interesting-3-0392,Equiano-Interesting-3-0392,Mr. J. Wheble,Mr. J. Wheble,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0393,Equiano-Interesting-3-0393,Equiano-Interesting-3-0393,"Samuel Whitbread, Esq. M. P.","Samuel Whitbread, Esq. M. P.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0394,Equiano-Interesting-3-0394,Equiano-Interesting-3-0394,The Reverend Mr. Thomas Wigzell,The Reverend Mr. Thomas Wigzell,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0395,Equiano-Interesting-3-0395,Equiano-Interesting-3-0395,"Reverend James Wilkinson, Sheffield, 3 copies","Reverend James Wilkinson, Sheffield, 3 copies",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0396,Equiano-Interesting-3-0396,Equiano-Interesting-3-0396,Mr. W. Wilson,Mr. W. Wilson,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0397,Equiano-Interesting-3-0397,Equiano-Interesting-3-0397,The Reverend Mr. Wills,The Reverend Mr. Wills,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0398,Equiano-Interesting-3-0398,Equiano-Interesting-3-0398,Mr. Thomas Wimsett,Mr. Thomas Wimsett,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0399,Equiano-Interesting-3-0399,Equiano-Interesting-3-0399,Mr. William Winchester,Mr. William Winchester,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0400,Equiano-Interesting-3-0400,Equiano-Interesting-3-0400,"The Reverend Elhanan Winchester, 6 copies","The Reverend Elhanan Winchester, 6 copies",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0401,Equiano-Interesting-3-0401,Equiano-Interesting-3-0401,"The Rev. Mr. Wraith, Wolverhampton, 12 copies","The Rev. Mr. Wraith, Wolverhampton, 12 copies",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0402,Equiano-Interesting-3-0402,Equiano-Interesting-3-0402,"John Wollaston, Esq.","John Wollaston, Esq.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0403,Equiano-Interesting-3-0403,Equiano-Interesting-3-0403,Mr. Charles Wood,Mr. Charles Wood,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0404,Equiano-Interesting-3-0404,Equiano-Interesting-3-0404,Mr. Joseph Woods,Mr. Joseph Woods,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0405,Equiano-Interesting-3-0405,Equiano-Interesting-3-0405,Mr. John Wood,Mr. John Wood,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0406,Equiano-Interesting-3-0406,Equiano-Interesting-3-0406,"J. Wright, Esq.","J. Wright, Esq.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0407,Equiano-Interesting-3-0407,Equiano-Interesting-3-0407,Mr. William Watson,Mr. William Watson,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0408,Equiano-Interesting-3-0408,Equiano-Interesting-3-0408,Mr. James Welch,Mr. James Welch,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0409,Equiano-Interesting-3-0409,Equiano-Interesting-3-0409,Mrs. Willmott,Mrs. Willmott,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0410,Equiano-Interesting-3-0410,Equiano-Interesting-3-0410,Mr. George Wille,Mr. George Wille,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0411,Equiano-Interesting-3-0411,Equiano-Interesting-3-0411,Mr. Yeo,Mr. Yeo,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0412,Equiano-Interesting-3-0412,Equiano-Interesting-3-0412,Mr. Samuel Yockney,Mr. Samuel Yockney,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0413,Equiano-Interesting-3-0413,Equiano-Interesting-3-0413,Mr. Thomas Young,Mr. Thomas Young,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-4-0001,Equiano-Interesting-4-0001,Equiano-Interesting-4-0001,His Grace the Archbishop of Dublin,His Grace the Archbishop of Dublin,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0002,Equiano-Interesting-4-0002,Equiano-Interesting-4-0002,"Thomas Andrews, Esq.","Thomas Andrews, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0003,Equiano-Interesting-4-0003,Equiano-Interesting-4-0003,"William Allen, 2 copies","William Allen, 2 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0004,Equiano-Interesting-4-0004,Equiano-Interesting-4-0004,Archdecon Allen,Archdecon Allen,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0005,Equiano-Interesting-4-0005,Equiano-Interesting-4-0005,"J. T. Ashenhurst, Esq.","J. T. Ashenhurst, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0006,Equiano-Interesting-4-0006,Equiano-Interesting-4-0006,Edward Neston Allen,Edward Neston Allen,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0007,Equiano-Interesting-4-0007,Equiano-Interesting-4-0007,Philip Abbott,Philip Abbott,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0008,Equiano-Interesting-4-0008,Equiano-Interesting-4-0008,Richard Allen,Richard Allen,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0009,Equiano-Interesting-4-0009,Equiano-Interesting-4-0009,John Allen,John Allen,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0010,Equiano-Interesting-4-0010,Equiano-Interesting-4-0010,"Earl of Belvedere, 10 copies","Earl of Belvedere, 10 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0011,Equiano-Interesting-4-0011,Equiano-Interesting-4-0011,Mr. W. Borillie,Mr. W. Borillie,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0012,Equiano-Interesting-4-0012,Equiano-Interesting-4-0012,"John Blachford, Esq. 1 copy","John Blachford, Esq. 1 copy",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0013,Equiano-Interesting-4-0013,Equiano-Interesting-4-0013,"Henry Brooke, 1 copy","Henry Brooke, 1 copy",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0014,Equiano-Interesting-4-0014,Equiano-Interesting-4-0014,Luke Bernard,Luke Bernard,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0015,Equiano-Interesting-4-0015,Equiano-Interesting-4-0015,Mr. William Bardin,Mr. William Bardin,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0016,Equiano-Interesting-4-0016,Equiano-Interesting-4-0016,Mr. Lyndon Bolton,Mr. Lyndon Bolton,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0017,Equiano-Interesting-4-0017,Equiano-Interesting-4-0017,"Robert Burton, Esq.","Robert Burton, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0018,Equiano-Interesting-4-0018,Equiano-Interesting-4-0018,"Oliver Bond, Esq. 10 copies","Oliver Bond, Esq. 10 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0019,Equiano-Interesting-4-0019,Equiano-Interesting-4-0019,"Mr. Thomas M. Bates, 7 copies","Mr. Thomas M. Bates, 7 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0020,Equiano-Interesting-4-0020,Equiano-Interesting-4-0020,James Blacker,James Blacker,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0021,Equiano-Interesting-4-0021,Equiano-Interesting-4-0021,Mark Blair,Mark Blair,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0022,Equiano-Interesting-4-0022,Equiano-Interesting-4-0022,Right Rev. the Lord Bishop of Cork,Right Rev. the Lord Bishop of Cork,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0023,Equiano-Interesting-4-0023,Equiano-Interesting-4-0023,Joseph Chabiteau,Joseph Chabiteau,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0024,Equiano-Interesting-4-0024,Equiano-Interesting-4-0024,"John Dawson Coates, Esq. 6 copies","John Dawson Coates, Esq. 6 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0025,Equiano-Interesting-4-0025,Equiano-Interesting-4-0025,Rev. Adam Clarke,Rev. Adam Clarke,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0026,Equiano-Interesting-4-0026,Equiano-Interesting-4-0026,Mr. Ralph Carde,Mr. Ralph Carde,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0027,Equiano-Interesting-4-0027,Equiano-Interesting-4-0027,Mr. Thomas Caddell,Mr. Thomas Caddell,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0028,Equiano-Interesting-4-0028,Equiano-Interesting-4-0028,Edmond Cronyn,Edmond Cronyn,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0029,Equiano-Interesting-4-0029,Equiano-Interesting-4-0029,John Cowan,John Cowan,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0030,Equiano-Interesting-4-0030,Equiano-Interesting-4-0030,"W. L. Cowan, Esq.","W. L. Cowan, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0031,Equiano-Interesting-4-0031,Equiano-Interesting-4-0031,"Hugh Crothers, Esq.","Hugh Crothers, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0032,Equiano-Interesting-4-0032,Equiano-Interesting-4-0032,"Matthew Church, Cork","Matthew Church, Cork",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0033,Equiano-Interesting-4-0033,Equiano-Interesting-4-0033,"Cooper Crafford, Esq.","Cooper Crafford, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0034,Equiano-Interesting-4-0034,Equiano-Interesting-4-0034,"Nicholas Drumgoole, Esq.","Nicholas Drumgoole, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0035,Equiano-Interesting-4-0035,Equiano-Interesting-4-0035,"James Doyle, Esq.","James Doyle, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0036,Equiano-Interesting-4-0036,Equiano-Interesting-4-0036,"Robert Dudley, of Clonmel","Robert Dudley, of Clonmel",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0037,Equiano-Interesting-4-0037,Equiano-Interesting-4-0037,"Frederick Darley, 5 copies","Frederick Darley, 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0038,Equiano-Interesting-4-0038,Equiano-Interesting-4-0038,William Doolittle,William Doolittle,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0039,Equiano-Interesting-4-0039,Equiano-Interesting-4-0039,Richard Dillon,Richard Dillon,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0040,Equiano-Interesting-4-0040,Equiano-Interesting-4-0040,Henry Darley,Henry Darley,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0041,Equiano-Interesting-4-0041,Equiano-Interesting-4-0041,"Thomas Dunn, Esq.","Thomas Dunn, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0042,Equiano-Interesting-4-0042,Equiano-Interesting-4-0042,"John Doyle, Esq.","John Doyle, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0043,Equiano-Interesting-4-0043,Equiano-Interesting-4-0043,John Forbes,John Forbes,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0044,Equiano-Interesting-4-0044,Equiano-Interesting-4-0044,James Forbes,James Forbes,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0045,Equiano-Interesting-4-0045,Equiano-Interesting-4-0045,Mr. John Farris,Mr. John Farris,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0046,Equiano-Interesting-4-0046,Equiano-Interesting-4-0046,"Samuel Fayle, 2 copies","Samuel Fayle, 2 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0047,Equiano-Interesting-4-0047,Equiano-Interesting-4-0047,"Captain William Fitch, 58th Regiment","Captain William Fitch, 58th Regiment",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0048,Equiano-Interesting-4-0048,Equiano-Interesting-4-0048,Rev. Robert Fowler,Rev. Robert Fowler,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0049,Equiano-Interesting-4-0049,Equiano-Interesting-4-0049,"Robert Gardiner, Esq.","Robert Gardiner, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0050,Equiano-Interesting-4-0050,Equiano-Interesting-4-0050,Dr. Gray,Dr. Gray,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0051,Equiano-Interesting-4-0051,Equiano-Interesting-4-0051,"Edward Gleadowe, Esq.","Edward Gleadowe, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0052,Equiano-Interesting-4-0052,Equiano-Interesting-4-0052,Mr Johnathan Gray,Mr Johnathan Gray,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0053,Equiano-Interesting-4-0053,Equiano-Interesting-4-0053,Mr. William Geary,Mr. William Geary,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0054,Equiano-Interesting-4-0054,Equiano-Interesting-4-0054,Miss Sophia Gamble,Miss Sophia Gamble,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0055,Equiano-Interesting-4-0055,Equiano-Interesting-4-0055,Mr. William Gladman,Mr. William Gladman,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0056,Equiano-Interesting-4-0056,Equiano-Interesting-4-0056,Mr. Richard Gregg,Mr. Richard Gregg,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0057,Equiano-Interesting-4-0057,Equiano-Interesting-4-0057,Joseph Greenwood,Joseph Greenwood,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0058,Equiano-Interesting-4-0058,Equiano-Interesting-4-0058,"S. M'Guire, Esq.","S. M'Guire, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0059,Equiano-Interesting-4-0059,Equiano-Interesting-4-0059,Rev. Gilbert Austin,Rev. Gilbert Austin,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0060,Equiano-Interesting-4-0060,Equiano-Interesting-4-0060,"John Garden, Esq.","John Garden, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0061,Equiano-Interesting-4-0061,Equiano-Interesting-4-0061,Samuel Gardner,Samuel Gardner,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0062,Equiano-Interesting-4-0062,Equiano-Interesting-4-0062,Mr. James Grant,Mr. James Grant,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0063,Equiano-Interesting-4-0063,Equiano-Interesting-4-0063,William P. Gilburn,William P. Gilburn,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0064,Equiano-Interesting-4-0064,Equiano-Interesting-4-0064,"The Rt. Hon. Henry Howison, Lord Mayor, 5 copies","The Rt. Hon. Henry Howison, Lord Mayor, 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0065,Equiano-Interesting-4-0065,Equiano-Interesting-4-0065,"William Humfrey, Esq.","William Humfrey, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0066,Equiano-Interesting-4-0066,Equiano-Interesting-4-0066,"Joseph Henry, Esq.","Joseph Henry, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0067,Equiano-Interesting-4-0067,Equiano-Interesting-4-0067,Mr. Robert Hudson,Mr. Robert Hudson,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0068,Equiano-Interesting-4-0068,Equiano-Interesting-4-0068,"John Hill, Esq.","John Hill, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0069,Equiano-Interesting-4-0069,Equiano-Interesting-4-0069,"James Hartley, Esq.","James Hartley, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0070,Equiano-Interesting-4-0070,Equiano-Interesting-4-0070,John Hart,John Hart,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0071,Equiano-Interesting-4-0071,Equiano-Interesting-4-0071,William Harkness,William Harkness,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0072,Equiano-Interesting-4-0072,Equiano-Interesting-4-0072,"Henry Jackson, Esq. 5 copies","Henry Jackson, Esq. 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0073,Equiano-Interesting-4-0073,Equiano-Interesting-4-0073,Alexander Jordan,Alexander Jordan,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0074,Equiano-Interesting-4-0074,Equiano-Interesting-4-0074,"Thomas Jordan, 2 copies","Thomas Jordan, 2 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0075,Equiano-Interesting-4-0075,Equiano-Interesting-4-0075,"Alexander Kirkpatrick, Esq. 5 copies","Alexander Kirkpatrick, Esq. 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0076,Equiano-Interesting-4-0076,Equiano-Interesting-4-0076,"William Kirkpatrick, Esq. 5 copies","William Kirkpatrick, Esq. 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0077,Equiano-Interesting-4-0077,Equiano-Interesting-4-0077,"Mrs. Kirkpatrick, 5 copies","Mrs. Kirkpatrick, 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0078,Equiano-Interesting-4-0078,Equiano-Interesting-4-0078,"William Kidd, 7 copies","William Kidd, 7 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0079,Equiano-Interesting-4-0079,Equiano-Interesting-4-0079,Mrs. M'Kenny,Mrs. M'Kenny,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0080,Equiano-Interesting-4-0080,Equiano-Interesting-4-0080,"Francis Knox, Esq.","Francis Knox, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0081,Equiano-Interesting-4-0081,Equiano-Interesting-4-0081,"Rev. Walter B. Kirwan, 2 copies","Rev. Walter B. Kirwan, 2 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0082,Equiano-Interesting-4-0082,Equiano-Interesting-4-0082,Mr. Adam Keith,Mr. Adam Keith,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0083,Equiano-Interesting-4-0083,Equiano-Interesting-4-0083,Mr Francies Keirnan,Mr Francies Keirnan,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0084,Equiano-Interesting-4-0084,Equiano-Interesting-4-0084,John King,John King,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0085,Equiano-Interesting-4-0085,Equiano-Interesting-4-0085,His Grace the Duke of Leinster,His Grace the Duke of Leinster,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0086,Equiano-Interesting-4-0086,Equiano-Interesting-4-0086,Mr. Michael Lewis,Mr. Michael Lewis,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0087,Equiano-Interesting-4-0087,Equiano-Interesting-4-0087,"Goreges Lowther, jun. Esq.","Goreges Lowther, jun. Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0088,Equiano-Interesting-4-0088,Equiano-Interesting-4-0088,The Rt. Hon. the Earl of Milltown,The Rt. Hon. the Earl of Milltown,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0089,Equiano-Interesting-4-0089,Equiano-Interesting-4-0089,The Right Rev Lord Bishop of Meath,The Right Rev Lord Bishop of Meath,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0090,Equiano-Interesting-4-0090,Equiano-Interesting-4-0090,Lady Milton,Lady Milton,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0091,Equiano-Interesting-4-0091,Equiano-Interesting-4-0091,"John Maiben, Esq.","John Maiben, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0092,Equiano-Interesting-4-0092,Equiano-Interesting-4-0092,Rev. W. Mann,Rev. W. Mann,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0093,Equiano-Interesting-4-0093,Equiano-Interesting-4-0093,Mrs. Anna Maria Norris,Mrs. Anna Maria Norris,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0094,Equiano-Interesting-4-0094,Equiano-Interesting-4-0094,Mrs. D. Mills,Mrs. D. Mills,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0095,Equiano-Interesting-4-0095,Equiano-Interesting-4-0095,John Mestayer,John Mestayer,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0096,Equiano-Interesting-4-0096,Equiano-Interesting-4-0096,Mr. William Margrath,Mr. William Margrath,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0097,Equiano-Interesting-4-0097,Equiano-Interesting-4-0097,Rev. Dean Morgan,Rev. Dean Morgan,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0098,Equiano-Interesting-4-0098,Equiano-Interesting-4-0098,"William Myler, Esq.","William Myler, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0099,Equiano-Interesting-4-0099,Equiano-Interesting-4-0099,William Middleton,William Middleton,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0100,Equiano-Interesting-4-0100,Equiano-Interesting-4-0100,Rev. Dean Morgan,Rev. Dean Morgan,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0101,Equiano-Interesting-4-0101,Equiano-Interesting-4-0101,"Samuel Neilson, Esq. 5 copies","Samuel Neilson, Esq. 5 copies",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0102,Equiano-Interesting-4-0102,Equiano-Interesting-4-0102,John Nicolson,John Nicolson,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0103,Equiano-Interesting-4-0103,Equiano-Interesting-4-0103,Mr. Ogilby,Mr. Ogilby,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0104,Equiano-Interesting-4-0104,Equiano-Interesting-4-0104,Matthew Parker,Matthew Parker,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0105,Equiano-Interesting-4-0105,Equiano-Interesting-4-0105,Patrick O'Plunkett,Patrick O'Plunkett,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0106,Equiano-Interesting-4-0106,Equiano-Interesting-4-0106,M. O'Plunkett,M. O'Plunkett,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0107,Equiano-Interesting-4-0107,Equiano-Interesting-4-0107,"Patrick Plunket, M. D.","Patrick Plunket, M. D.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0108,Equiano-Interesting-4-0108,Equiano-Interesting-4-0108,"John Patrick, Esq.","John Patrick, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0109,Equiano-Interesting-4-0109,Equiano-Interesting-4-0109,"Henry Pettigrew, Esq.","Henry Pettigrew, Esq.",Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0110,Equiano-Interesting-4-0110,Equiano-Interesting-4-0110,Mr. Richard Purcell,Mr. Richard Purcell,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0111,Equiano-Interesting-4-0111,Equiano-Interesting-4-0111,Mr. Pentland,Mr. Pentland,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0112,Equiano-Interesting-4-0112,Equiano-Interesting-4-0112,John Rice,John Rice,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0113,Equiano-Interesting-4-0113,Equiano-Interesting-4-0113,Robert Roberts,Robert Roberts,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0114,Equiano-Interesting-4-0114,Equiano-Interesting-4-0114,Rev. Thomas Rutherford,Rev. Thomas Rutherford,Interesting Narrative,"Equiano, Olaudah",4,1791
Equiano-Interesting-4-0115,Equiano-Interesting-4-0115,Equiano-Interesting-4-0115,T. Ramage,T. Ramage,Interesting Narrative,"Equiano, Olaudah",4,1791
