entry_id,source_entry_id,person_id,normalization input,listed as,book,author,edition,year
Equiano-Interesting-7-0504,Equiano-Interesting-7-0504,Equiano-Interesting-7-0504,Fisher and Harvey of Limerick,Fisher and Harvey of Limerick,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0505,Equiano-Interesting-7-0505,Equiano-Interesting-7-0505,Mr. James Forbes,Mr. James Forbes,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0506,Equiano-Interesting-7-0506,Equiano-Interesting-7-0506,Mr. Samuel Fayle,Mr. Samuel Fayle,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0507,Equiano-Interesting-7-0507,Equiano-Interesting-7-0507,Captain William Fitch,Captain William Fitch,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0508,Equiano-Interesting-7-0508,Equiano-Interesting-7-0508,Dr. William Gray,Dr. William Gray,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0509,Equiano-Interesting-7-0509,Equiano-Interesting-7-0509,Thomas Hancocks of Lisborn,Thomas Hancocks of Lisborn,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0510,Equiano-Interesting-7-0510,Equiano-Interesting-7-0510,"The Right Hon. Henry Howison, Lord Mayor","The Right Hon. Henry Howison, Lord Mayor",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0511,Equiano-Interesting-7-0511,Equiano-Interesting-7-0511,Sir Henry Hays of Cork,Sir Henry Hays of Cork,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0512,Equiano-Interesting-7-0512,Equiano-Interesting-7-0512,"Joseph Henry, Esq.","Joseph Henry, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0513,Equiano-Interesting-7-0513,Equiano-Interesting-7-0513,"John Hill, Esq.","John Hill, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0514,Equiano-Interesting-7-0514,Equiano-Interesting-7-0514,Henry Horton of Carlow,Henry Horton of Carlow,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0515,Equiano-Interesting-7-0515,Equiano-Interesting-7-0515,Dr. Irving of Lisborn,Dr. Irving of Lisborn,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0516,Equiano-Interesting-7-0516,Equiano-Interesting-7-0516,"Alexander Kirkpatrick, Esq.","Alexander Kirkpatrick, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0517,Equiano-Interesting-7-0517,Equiano-Interesting-7-0517,"Fran Kirkpatrick, Esq.","Fran Kirkpatrick, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0518,Equiano-Interesting-7-0518,Equiano-Interesting-7-0518,"WilliamKirkpatrick,Esq.","WilliamKirkpatrick,Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0519,Equiano-Interesting-7-0519,Equiano-Interesting-7-0519,Mr. William Kidd of Mullingar,Mr. William Kidd of Mullingar,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0520,Equiano-Interesting-7-0520,Equiano-Interesting-7-0520,Rev. Walter B. Kirwan,Rev. Walter B. Kirwan,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0521,Equiano-Interesting-7-0521,Equiano-Interesting-7-0521,His Grace the Duke of Leinster,His Grace the Duke of Leinster,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0522,Equiano-Interesting-7-0522,Equiano-Interesting-7-0522,Mr. Michael Lewis,Mr. Michael Lewis,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0523,Equiano-Interesting-7-0523,Equiano-Interesting-7-0523,"---- Le Strange, Esq.","---- Le Strange, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0524,Equiano-Interesting-7-0524,Equiano-Interesting-7-0524,Lady Louth of Drogheda,Lady Louth of Drogheda,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0525,Equiano-Interesting-7-0525,Equiano-Interesting-7-0525,The Rt. Hon. the Earl of Miltown,The Rt. Hon. the Earl of Miltown,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0526,Equiano-Interesting-7-0526,Equiano-Interesting-7-0526,Lady Miltown,Lady Miltown,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0527,Equiano-Interesting-7-0527,Equiano-Interesting-7-0527,The Rit. Rev.Lord Bishop of Meath,The Rit. Rev.Lord Bishop of Meath,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0528,Equiano-Interesting-7-0528,Equiano-Interesting-7-0528,"Colin M'Kay, Esq. Belfast","Colin M'Kay, Esq. Belfast",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0529,Equiano-Interesting-7-0529,Equiano-Interesting-7-0529,Rev. Mr. W. Man,Rev. Mr. W. Man,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0530,Equiano-Interesting-7-0530,Equiano-Interesting-7-0530,"S. M'Quire, Esq.","S. M'Quire, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0531,Equiano-Interesting-7-0531,Equiano-Interesting-7-0531,Rev. Dean Morgan,Rev. Dean Morgan,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0532,Equiano-Interesting-7-0532,Equiano-Interesting-7-0532,Samuel Neal of Cork,Samuel Neal of Cork,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0533,Equiano-Interesting-7-0533,Equiano-Interesting-7-0533,"Sam. Neilson, Esq. Belfast","Sam. Neilson, Esq. Belfast",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0534,Equiano-Interesting-7-0534,Equiano-Interesting-7-0534,Hon. Earl of Ormond,Hon. Earl of Ormond,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0535,Equiano-Interesting-7-0535,Equiano-Interesting-7-0535,Hon. John O'Neal,Hon. John O'Neal,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0536,Equiano-Interesting-7-0536,Equiano-Interesting-7-0536,"William Penrose, Esq. Waterford","William Penrose, Esq. Waterford",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0537,Equiano-Interesting-7-0537,Equiano-Interesting-7-0537,Mr. Thomas Prentice of Armaugh,Mr. Thomas Prentice of Armaugh,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0538,Equiano-Interesting-7-0538,Equiano-Interesting-7-0538,Dr. Patten of Tandragee,Dr. Patten of Tandragee,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0539,Equiano-Interesting-7-0539,Equiano-Interesting-7-0539,"Richard Purcell, Esq. of cork","Richard Purcell, Esq. of cork",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0540,Equiano-Interesting-7-0540,Equiano-Interesting-7-0540,"Sir Samuel Rolland, cork","Sir Samuel Rolland, cork",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0541,Equiano-Interesting-7-0541,Equiano-Interesting-7-0541,Rev. Thomas Rutherford,Rev. Thomas Rutherford,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0542,Equiano-Interesting-7-0542,Equiano-Interesting-7-0542,"Dr. F. Skelton, Drogheda","Dr. F. Skelton, Drogheda",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0543,Equiano-Interesting-7-0543,Equiano-Interesting-7-0543,Mr. William Sleater,Mr. William Sleater,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0544,Equiano-Interesting-7-0544,Equiano-Interesting-7-0544,"Mr.Wm.Sproul,Athlone","Mr.Wm.Sproul,Athlone",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0545,Equiano-Interesting-7-0545,Equiano-Interesting-7-0545,Mr. Joseph Sandwich,Mr. Joseph Sandwich,Interesting Narrative,"Equiano, Olaudah",7,1793
